id;c_name;ticker;sector;industry;no_yrs;ranking;price;yield;dividend;payouts;annualized
759;Timken Company (The);TKR;Industrials;Machinery;6;734;44.84;2.50;0.28;4;1.12
760;Tompkins Financial Corp.;TMP;Financials;Banks;33;85;79.48;2.62;0.5200;4;2.08
761;Tennant Company;TNC;Industrials;Machinery;48;32;71.54;1.23;0.2200;4;0.88
762;Towne Bank;TOWN;Financials;Banks;8;576;23.06;3.12;0.1800;4;0.72
763;Texas Pacific Land Trust;TPL;Energy;Oil. Gas & Consumable Fuels;15;253;695.80;1.44;10.0000;1;10.00
764;Tootsie Roll Industries;TR;Consumer Staples;Food Products;52;21;32.08;1.12;0.0900;4;0.36
765;Thomson Reuters Corp.;TRI;Financials;Capital Markets;27;114;74.48;2.04;0.3800;4;1.52
766;Trinity Industries Inc.;TRN;Industrials;Machinery;10;399;20.35;3.73;0.1900;4;0.76
767;Terreno Realty Corp.;TRNO;Real Estate;Equity Real Estate Investment Trusts (REITs);9;508;54.87;1.97;0.2700;4;1.08
768;T. Rowe Price Group;TROW;Financials;Capital Markets;34;81;118.01;3.05;0.9000;4;3.60
769;Truxton Corp.;TRUX;Financials;Banks;8;640;47.50;2.36;0.2800;4;1.12
770;Travelers Companies;TRV;Financials;Insurance;15;258;119.81;2.74;0.8200;4;3.28
771;Timberland Bancorp Inc.;TSBK;Financials;Thrifts & Mortgage Finance;8;630;23.25;3.44;0.2000;4;0.80
772;Tractor Supply Company;TSCO;Consumer Discretionary;Specialty Retail;10;354;88.51;1.58;0.3500;4;1.40
773;Tyson Foods Inc.;TSN;Consumer Staples;Food Products;8;633;67.83;2.48;0.4200;4;1.68
774;Toro Company;TTC;Industrials;Machinery;11;315;71.43;1.40;0.2500;4;1.00
775;TTEC Holdings Inc.;TTEC;Information Technology;IT Services;5;846;37.43;1.71;0.3200;2;0.64
776;Tetra Tech Inc.;TTEK;Industrials;Commercial Services & Supplies;6;757;80.87;0.74;0.15;4;0.60
777;Texas Instruments;TXN;Information Technology;Semiconductors & Semiconductor Equipment;16;243;114.14;3.15;0.9000;4;3.60
778;Texas Roadhouse Inc.;TXRH;Consumer Discretionary;Hotels. Restaurants & Leisure;9;457;56.22;2.13;0.3000;4;1.20
779;Trinity Bank NA;TYBT;Financials;Banks;8;596;63.00;1.97;0.6200;2;1.24
780;Calvin B. Taylor Bankshares Inc.;TYCB;Financials;Banks;30;92;35.36;3.51;0.3100;4;1.24
781;Urstadt Biddle Properties;UBA;Real Estate;Equity Real Estate Investment Trusts (REITs);26;128;20.61;5.43;0.2800;4;1.12
782;United Bancorp Inc.;UBCP;Financials;Banks;6;787;13.86;4.04;0.1400;4;0.56
783;Urstadt Biddle Properties Inc.;UBP;Real Estate;Equity Real Estate Investment Trusts (REITs);5;857;16.83;5.94;0.2500;4;1.00
784;United Bankshares Inc.;UBSI;Financials;Banks;45;53;28.88;4.85;0.3500;4;1.40
785;United Community Banks Inc.;UCBI;Financials;Banks;7;697;24.77;2.91;0.1800;4;0.72
786;UDR Inc.;UDR;Real Estate;Equity Real Estate Investment Trusts (REITs);9;467;44.98;3.05;0.3425;4;1.37
787;United Fire Group Inc.;UFCS;Financials;Insurance;7;671;38.34;3.44;0.3300;4;1.32
788;Universal Forest Products Inc.;UFPI;Industrials;Building Products;8;634;46.86;1.07;0.1250;4;0.50
789;Domtar Corp.;UFS;Materials;Paper & Forest Products;10;360;28.77;6.33;0.4550;4;1.82
790;UGI Corp.;UGI;Utilities;Gas Utilities;32;88;36.04;3.61;0.3250;4;1.30
791;Universal Health Realty Trust;UHT;Real Estate;Equity Real Estate Investment Trusts (REITs);34;80;107.72;2.54;0.6850;4;2.74
792;UMB Financial Corp.;UMBF;Financials;Banks;28;101;58.15;2.13;0.3100;4;1.24
793;Umpqua Holdings Corp.;UMPQ;Financials;Banks;9;442;15.39;5.46;0.2100;4;0.84
794;Union Bankshares Inc.;UNB;Financials;Banks;8;614;29.98;4.27;0.3200;4;1.28
795;UnitedHealth Group Inc.;UNH;Health Care;Health Care Providers & Services;10;355;254.96;1.69;1.0800;4;4.32
796;Unum Group;UNM;Financials;Insurance;11;311;23.31;4.89;0.2850;4;1.14
797;Union Pacific;UNP;Industrials;Road & Rail;13;286;159.81;2.43;0.9700;4;3.88
798;Unity Bancorp Inc.;UNTY;Financials;Banks;7;675;17.13;1.87;0.0800;4;0.32
799;United Parcel Service Inc.;UPS;Industrials;Air Freight & Logistics;11;326;90.49;4.46;1.0100;4;4.04
800;U.S. Bancorp;USB;Financials;Banks;9;506;46.44;3.62;0.4200;4;1.68
801;USD Partners LP;USDP;Energy;Oil. Gas & Consumable Fuels;6;799;9.04;16.37;0.3700;4;1.48
802;US Physical Therapy Inc.;USPH;Health Care;Health Care Providers & Services;9;500;104.22;1.15;0.3000;4;1.20
803;Unitil Corp.;UTL;Utilities;Multi-Utilities;6;804;56.34;2.66;0.3750;4;1.50
804;Utah Medical Products Inc.;UTMD;Health Care;Health Care Equipment & Supplies;17;218;87.40;1.28;0.2800;4;1.12
805;United Technologies;UTX;Industrials;Aerospace & Defense;26;118;130.59;2.25;0.7350;4;2.94
806;Universal Corp.;UVV;Consumer Staples;Tobacco;48;36;49.35;6.16;0.7600;4;3.04
807;Visa Inc.;V;Information Technology;IT Services;12;303;181.76;0.66;0.3000;4;1.20
808;Marriot Vacations Worldwide Corp.;VAC;Consumer Discretionary;Hotels. Restaurants & Leisure;7;698;96.78;2.23;0.5400;4;2.16
809;Value Line Inc.;VALU;Financials;Capital Markets;5;832;28.84;2.77;0.2000;4;0.80
810;VF Corp.;VFC;Consumer Discretionary;Textiles. Apparel & Luxury Goods;47;45;72.00;2.67;0.4800;4;1.92
811;Vector Group Ltd.;VGR;Consumer Staples;Tobacco;20;168;11.62;13.77;0.4000;4;1.60
812;Valero Energy Corp.;VLO;Energy;Oil. Gas & Consumable Fuels;10;407;66.25;5.92;0.9800;4;3.92
813;Vulcan Materials;VMC;Materials;Construction Materials;7;719;120.26;1.13;0.3400;4;1.36
814;VSE Corp.;VSEC;Industrials;Commercial Services & Supplies;16;237;29.45;1.22;0.0900;4;0.36
815;Ventas Inc.;VTR;Real Estate;Equity Real Estate Investment Trusts (REITs);9;446;53.77;5.90;0.7925;4;3.17
816;Verizon Communications;VZ;Communication Services;Diversified Telecommunication Services;15;265;54.16;4.54;0.6150;4;2.46
817;Westamerica Bancorp;WABC;Financials;Banks;28;97;57.82;2.84;0.4100;4;1.64
818;Washington Federal Inc.;WAFD;Financials;Thrifts & Mortgage Finance;10;402;29.99;2.93;0.2200;4;0.88
819;Washington Trust Bancorp Inc.;WASH;Financials;Banks;9;486;42.92;4.75;0.5100;4;2.04
820;Walgreens Boots Alliance Inc.;WBA;Consumer Staples;Food & Staples Retailing;44;56;45.76;4.00;0.4575;4;1.83
821;Webster Financial Corp.;WBS;Financials;Banks;9;471;37.97;4.21;0.4000;4;1.60
822;Waste Connections Inc.;WCN;Industrials;Commercial Services & Supplies;10;376;96.49;0.77;0.1850;4;0.74
823;WD-40 Company;WDFC;Consumer Staples;Household Products;11;320;172.49;1.55;0.6700;4;2.68
824;Woodlands Financial Services Co.;WDFN;Financials;Banks;6;767;33.50;3.10;0.2600;4;1.04
825;Wellesley Bancorp Inc.;WEBK;Financials;Banks;6;759;39.17;0.61;0.06;4;0.24
826;WEC Energy Group Inc.;WEC;Utilities;Multi-Utilities;17;223;92.33;2.74;0.6325;4;2.53
827;Wendy's Company;WEN;Consumer Discretionary;Hotels. Restaurants & Leisure;10;384;18.88;2.54;0.1200;4;0.48
828;Werner Enterprises. Inc.;WERN;Industrials;Road & Rail;5;822;33.60;1.07;0.0900;4;0.36
829;Western Midstream Partners LP;WES;Energy;Oil. Gas & Consumable Fuels;8;618;13.06;19.05;0.6220;4;2.49
830;Weyco Group Inc.;WEYS;Consumer Discretionary;Distributors;38;69;21.94;4.38;0.2400;4;0.96
831;Wells Fargo & Co.;WFC;Financials;Banks;9;496;40.85;4.99;0.5100;4;2.04
832;Whirlpool Corp.;WHR;Consumer Discretionary;Household Durables;9;479;127.86;3.75;1.2000;4;4.80
833;Winmark Corp.;WINA;Consumer Discretionary;Specialty Retail;10;353;200.00;0.50;0.2500;4;1.00
834;Westlake Chemical Corp.;WLK;Materials;Chemicals;16;239;55.87;1.88;0.2625;4;1.05
835;Westlake Chemical Partners LP;WLKP;Materials;Chemicals;7;712;20.67;9.12;0.4714;4;1.89
836;Willis Towers Watson plc;WLTW;Financials;Insurance;9;551;189.25;1.44;0.6800;4;2.72
837;Waste Management;WM;Industrials;Commercial Services & Supplies;17;226;110.81;1.97;0.5450;4;2.18
838;William Penn Bancorp Inc.;WMPN;Financials;Banks;9;493;36.50;1.10;0.4000;1;0.40
839;Advanced Drainage Systems Inc.;WMS;Industrials;Building Products;6;758;41.86;0.86;0.09;4;0.36
840;Wal-Mart Inc.;WMT;Consumer Staples;Food & Staples Retailing;47;48;107.68;2.01;0.5400;4;2.16
841;Worthington Industries Inc.;WOR;Materials;Metals & Mining;9;502;31.80;3.02;0.2400;4;0.96
842;W.P. Carey Inc.;WPC;Real Estate;Equity Real Estate Investment Trusts (REITs);23;150;77.41;5.36;1.0380;4;4.15
843;W.R. Berkley Corp.;WRB;Financials;Insurance;18;184;67.14;0.66;0.1100;4;0.44
844;WestRock Company;WRK;Materials;Containers & Packaging;11;314;33.25;5.59;0.4650;4;1.86
845;WesBanco Inc.;WSBC;Financials;Banks;9;458;30.61;4.05;0.3100;4;1.24
846;WSFS Financial Corp.;WSFS;Financials;Thrifts & Mortgage Finance;6;753;34.46;1.39;0.1200;4;0.48
847;Williams-Sonoma Inc.;WSM;Consumer Discretionary;Specialty Retail;14;276;62.39;3.08;0.4800;4;1.92
848;Watsco Inc.;WSO;Industrials;Trading Companies & Distributors;6;744;156.98;4.08;1.6000;4;6.40
849;West Pharmaceutical Services;WST;Health Care;Health Care Equipment & Supplies;27;108;150.56;0.43;0.1600;4;0.64
850;West Bancorp Inc.;WTBA;Financials;Banks;9;472;20.45;4.11;0.2100;4;0.84
851;W.T.B. Financial Corp.;WTBFA;Financials;Banks;7;657;425.00;1.65;1.7500;4;7.00
852;Wintrust Financial Corp.;WTFC;Financials;Banks;7;713;53.41;2.10;0.2800;4;1.12
853;Essential Utilities Inc.;WTRG;Utilities;Water Utilities;27;106;43.01;2.18;0.2343;4;0.94
854;Watts Water Technologies Inc.;WTS;Industrials;Machinery;7;672;93.91;0.98;0.2300;4;0.92
855;Western Union Company;WU;Information Technology;IT Services;6;816;22.39;4.02;0.2250;4;0.90
856;Woodward Inc.;WWD;Industrials;Machinery;6;806;103.20;1.09;0.2800;4;1.12
857;Weyerhaeuser Company;WY;Real Estate;Equity Real Estate Investment Trusts (REITs);9;441;25.98;5.23;0.3400;4;1.36
858;Wyndham Destinations Inc.;WYND;Consumer Discretionary;Hotels. Restaurants & Leisure;10;347;39.90;4.51;0.4500;4;1.80
859;Xcel Energy;XEL;Utilities;Electric Utilities;17;229;62.32;2.76;0.4300;4;1.72
860;Xilinx Inc.;XLNX;Information Technology;Semiconductors & Semiconductor Equipment;17;206;83.49;1.77;0.3700;4;1.48
861;ExxonMobil Corp.;XOM;Energy;Oil. Gas & Consumable Fuels;37;73;51.44;6.77;0.8700;4;3.48
862;Dentsply Sirona Inc.;XRAY;Health Care;Health Care Equipment & Supplies;8;589;49.24;0.81;0.1000;4;0.40
863;Xylem Inc.;XYL;Industrials;Machinery;10;421;77.34;1.34;0.2600;4;1.04
864;York Water Company;YORW;Utilities;Water Utilities;22;155;42.29;1.70;0.1802;4;0.72
865;Zions Bancorp Inc.;ZION;Financials;Banks;7;679;39.95;3.40;0.3400;4;1.36
866;Zoetis Inc.;ZTS;Health Care;Pharmaceuticals;8;631;133.23;0.60;0.2000;4;0.80
